Id del anuncio,Título,Tipo de inmueble,Descripción,Dirección,Barrio,Municipio,Distrito,Habitaciones,Baños,Metros cuadrados construidos,Planta,Ascensor (Sí/No),Obra nueva (Sí/No),Piscina (Sí/No),Terraza (Sí/No),Parking (Sí/No),Parking incluido en el precio (Sí/No),Aire acondicionado (Sí/No),Trastero (Sí/No),Jardín (Sí/No),Precio,Grupo
103925338,Piso en calle Santa María,Piso,"Ata Inmobiliaria LES OFRECE PISO en calle SANTA MARIA. Calle peatonal, en pleno CENTRO DE VALLADOLID y con todos los servicios necesarios para el día a día. Características. 132 m2. Construidos. 115 m2. Útiles. 3 Dormitorios. 2 Baños. Garaje El inmueble dispone de amplia cocina perfectamente acondicionada de mobiliario y completa de electrodomésticos. Pavimentos de parquet, carpintería exterior en aluminio granate con cristal tipo Climalit y calefacción individual a gas natural. Un amplio salón con dos balcones que nos permite disfrutar de las bonitas vistas de la calle Santa María. Todas las habitaciones están dotadas de amplios armarios, todos ellos vestidos interiormente y el dormitorio principal con doble vestidor y baño en suite. Amplia plaza de garaje con acceso desde el mismo ascensor. ¡Llámenos y pasamos a visitarlo!.",calle Santa María,-,Valladolid,Centro,3,2,132,1,Sí,No,No,No,Sí,Sí,No,No,No,390000,7
102624288,Piso en calle de Santa Lucía,Piso,"VENDEMOS PISO EN ZONA SAN JUAN Este piso situado en la calle Santa Lucía, al lado de la plaza de San Juan, Plaza de la Danza, my cerca de la Plaza de Santa Cruz y a un corto paseo del centro histórico de la ciudad. La vivienda consta de: - Salón de gran tamaño con un gran ventanal que da acceso a la terraza y otra ventana en distinta pared lo que le hace muy luminoso y con buenas vistas del entorno ya que se abre justo enfrente de la zona peatonal de la calle Verbena. - Un amplio hall de acceso. - Cocina con zona de office bien diferenciada y pequeña terraza abierta. - Un pasillo con zona de almacenaje y librerías,  - Dos baños completos - Dos dormitorios. En su estado original la vivienda tenía tres dormitorios, por lo que fácilmente con un tabique podremos disponer de nuevo de los tres dormitorios, ya que la casa conserva las dos entradas independientes de las habitaciones así como los puntos de luz. Tanto los dormitorios como la cocina dan a un patio de manzana que por la altura de la vivienda le permite tener mucha luz. El suelo es de parquet y las paredes, salvo en el pasillo, son lisas. La calefacción es de individual de gas natural. Garaje y trastero incluido en el precio. El portal no tiene barreras arquitectónicas y el ascensor se encuentra a ras de calle. La zona donde se ubica esta vivienda tiene todo tipo de servicios para facilitar la vida: supermercados, tiendas de proximidad, colegios, zonas verdes, Centro Cívico, Centro de Salud, y está muy cerca de la zona universitaria. Además está muy bien comunicada con otras zonas de la ciudad a través de las cercanas paradas de autobús.",calle de Santa Lucía,-,Valladolid,Circular - Vadillos,2,2,122,4,Sí,No,No,Sí,Sí,Sí,No,Sí,No,173000,16
105386157,"Piso en calle Álvarez Taladriz, 20",Piso,"Junto al Paseo Zorrilla, en la mejor edificación de la calle Álvarez Taladriz. Vendemos un amplio apartamento exterior a entorno ajardinado con amplias aceras.  Es un cuarto de altura muy luminoso. Dos dormitorios con armarios empotrados, salón comedor, cocina amueblada y equipada, y dos cuartos de baño. Plaza de garaje y trastero en el mismo edificio. Edificación de reciente construcción junto al centro de salud y muy próximo al centro comercial de El Corte Inglés.","calle Álvarez Taladriz, 20",-,Valladolid,Pº Zorrilla - Plaza de Toros,2,2,68,4,Sí,No,No,No,Sí,Sí,No,Sí,No,240000,7
99588190,Piso en calle Pedro García Lobato,Piso,"TU VIVIENDA Tu inmobiliaria de confianza, VENDE PISO CON PLAZAS DE GARAJE completamente en la calle Pedro García Lobato, junto al Paseo San Vicente. La vivienda consta de 148 metros cuadrados construidos, los cuales se dividen en tres dormitorios dobles (todos con armarios empotrados), amplio salón comedor independiente, cocina completamente amueblada y equipada, dos baños completos (uno con bañera y el otro con plato de ducha), trastero y plazas de garaje. Este estupendo piso se encuentra en una situación estratégica en la plaza de Pedro García Lobato, resguardado entre los edificios, favoreciendo así la tranquilidad de los vecinos. Suelos de tarima flotante. Ventanas de PVC. Puertas de roble Paredes lisas. Calefacción central con contador individual. Plaza de garaje y trastero con posibilidad de adquirir una segunda plaza de garaje. Comercio de proximidad, colegios e institutos, centro de salud, paradas de autobuses y taxis en la zona. A tres minutos andando del mercado de las Delicias y del futuro paso subterráneo peatonal entre las Delicias y la calle Padre Claret. Buena comunicación con las principales vías de acceso y salida de la ciudad.  RECUERDA que por nuestra amplia experiencia con más de 15 años en primera línea del sector inmobiliario, podemos ayudarte a la hora de buscar financiación. No dejes pasar esta oportunidad y solicita una visita a nuestros comerciales sin compromiso.",calle Pedro García Lobato,-,Valladolid,Delicias,3,2,148,2,Sí,No,No,No,Sí,Sí,No,Sí,No,182900,7
102886000,Casa independiente en calle del Doctor Sánchez Villares,Chalet,"Chalet adosado: SITUACION. - Está situado en una de las mejores zonas de Valladolid, a unos 5 minutos andando del Paseo Zorrilla teniendo 3 accesos muy cómodos, incluyendo la pasarela del Corte Ingles. DIMENSIONES Y DISTRIBUCIÓN. - Tiene 256 m2 utiles, distribuidos en 4 plantas - Sótano, garaje para 3 coches, cuarto de lavadora secadora y despensa y bodega con patio inglés. - Planta baja, porche de entrada, hall con armario empotrado, cocina, baño, una habitación doble y un amplio y luminoso salón con ventanales al jardín. - Planta primera, pasillo por el que se accede a dos habitaciones dobles, a un baño y a la habitación principal con baño en suite y vestidor. - Planta segunda, habitación estudio de unos 28m2 totalmente diáfano con un armario que ocupa toda una pared y un cuarto de baño completo de unos 8m2. MATERIALES. - Todos de primera calidad. - -Suelos de hall, pasillos, escalera y baños de mármol. -Suelos de salón y habitaciones en tarima de primer nivel. -Armarios revestidos en madera con cajoneras, barras y altillos. -Todas las habitaciones tienen armarios empotrados. Contamos con la colaboración del departamento de financiación de FINANZATE, su experto intermediario que le asesorará sin ningún tipo de compromiso. Nuestros servicios: Hipoteca primera vivienda Hipoteca cambio de vivienda Hipoteca 100 %.",calle del Doctor Sánchez Villares,-,Valladolid,Arturo Eyres,5,4,360,-,No,No,No,Sí,Sí,Sí,No,No,Sí,467000,13
105518776,Piso en calle Dársena,Piso,"DOÑA ELVIRA INMOBILIARIA VENDE. ¡Oportunidad única en el corazón de la ciudad! Presentamos este espectacular piso reformado con materiales de alta calidad, listo para entrar a vivir. Con 63 m² construidos y 59 m² útiles muy bien distribuidos, esta vivienda destaca por su elegancia y funcionalidad.  La cocina, equipada con electrodomésticos de última generación, cuenta con una encimera de mármol espectacular y muebles de alta gama que harán las delicias de cualquier amante de la gastronomía. El salón, ampliado y perfectamente delimitado, ofrece un espacio acogedor tanto para el descanso como para el ocio.  Los dos dormitorios dobles, amplios y luminosos, están equipados con armarios empotrados que maximizan el espacio de almacenamiento.  El baño, moderno y funcional, completa esta maravillosa vivienda. El piso cuenta con suelos de parquet, puertas lacadas en blanco y ventanas climalit oscilo-batientes, garantizando un ambiente confortable y aislado. Además, es apto para personas con movilidad reducida y dispone de calefacción de gas natural. Situado en una cuarta planta de cinco alturas, siendo exterior con ascensor y orientación sur, disfruta de una excelente iluminación natural. Construido en 1966 pero en perfecto estado gracias a su reciente reforma, este piso es ideal tanto para vivir como para invertir. No pierdas la oportunidad de visitar esta joya inmobiliaria que combina confort, calidad y ubicación privilegiada. ¡Contacta con nosotros para más información y agenda tu visita hoy mismo! Importante: Todos los datos, las fotos, planos y el texto que acompañan sólo tienen valor informativo, en ningún caso contractual ni valor jurídico.",calle Dársena,-,Valladolid,La Victoria - El Cabildo,2,1,63,4,Sí,No,No,Sí,No,No,No,No,No,132420,3
105697945,Piso en calle Cebadería,Piso,"PISO VENTA O ALQUILER CENTRO VALLADOLID, espectacular piso junto a la Plaza Fuente Dorada, de 3 dormitorios amplios, La vivienda dispone de 2 baños completos, El salón es un espacio amplio y luminoso, a doble altura, ideal para disfrutar en familia o para momentos de relax, con vistas a la calle y con suficiente espacio para comedor. la cocina está totalmente amueblada, y cuenta con un espacio para comedor. El edificio tiene ascensor y portal sin barreras arquitectónicas. La calle Cebadería es una zona inmejorable, cerca de tiendas, restaurantes, centros de salud y transporte público, con todo lo que necesitas a pocos minutos caminando. ¡Una oportunidad única para adquirir una vivienda en el centro!",calle Cebadería,-,Valladolid,Centro,3,2,128,2,Sí,No,No,No,Sí,Sí,Sí,No,No,380000,0
105268053,Piso en calle Peral,Piso,"Alimar te invita visitar estos dos pisos juntos, amplios y soleados, para diseñar a tu gusto. Descripción: Hall distribuidor, salón comedor grande (tiene terracita cerrada), despacho, cuatro dormitorios dobles con dos armarios empotrados, dos baño completos, dormitorio en suite grande, cocina comedor equipada con amplio ventanal, tiene zona de lavadero con ventana, la calefacción es de gas, los metros son aproximados, la comunidad 120€, tiene a patio la cocina el baño y dos dormitorio el resto a la calle, portal sin barreras arquitectónicas. Calidades: puertas de Sapely, ventanas de madera y aluminio, suelo de gres y parquet. Estupenda zona para vivir, esta junto al pulmón de Valladolid el Campo grande con amplios jardines y arbolado, parques para los niños, la estación de tren y autobuses, el paseo Zorrilla, el Corte Ingles, el Casco Histórico a tan solo 15 minutos. Llama concierta una visita, te va a gustar.",calle Peral,-,Valladolid,Pº Zorrilla - Plaza de Toros,4,2,164,4,Sí,No,No,No,No,No,No,No,No,219000,8
103148692,Piso en calle Doctor Moreno,Piso,"Alimar te invita a visitar este gran piso, listo habitar. Descripción: Hall con pasillo, salon comedor con ventanal y salida al balcón, tres dormitorios con armarios empotrados, dos baños (uno con ducha), dormitorio en suite, cocina équida con galería cerrada, plaza de garaje cómoda, trastero amplio en zona de tejado, comunidad 80€, agua fría dentro de la comunidad, calefacion central con los contadores individualizados, de gasóleo, el agua caliente con contador, los metros son aproximados. calidades: suelo mixto de parquet y cerámico, puerta de roble, ventanas de aluminio, orientación noroeste.  Estupenda zona para vivir, muy bien comunicada con toda la ciudad, todo tipo de negocios, tiendas ocio, junto Paseo Zorrilla, el Valsur, el Polígono de trabajo San Cristóbal, facil salida para las autovías. Te espero, visita este piso.",calle Doctor Moreno,-,Valladolid,La Rubia,3,2,95,2,Sí,No,No,No,Sí,Sí,No,Sí,No,189990,7
106092633,"Piso en calle López Gómez, 9",Piso,"Eres amante del centro y te gustaría vivir en una ubicación privilegiada y hacer tu casa a tu gusto? Este puede ser tu hogar. ESTHER PÉREZ y RE/MAX PISUERGA en Valladolid desde 1998, te ofrecemos esta vivienda de unos 157 metros útiles ubicada en la Calle López Gómez, en pleno corazón de Valladolid junto a Plaza España, casco histórico y centro monumental. ES UN PISO PARA ACTUALIZAR. Se adjuntan fotos y video reales. Además esta vivienda incluye un estupendo TRASTERO situado en el mismo edificio. De las 6 habitaciones existentes, una es un gran salón de casi 35 metros, otra habitación es otro segundo salón de unos 18 metros, y seguidamente 4 dormitorios. Es una vivienda con muchas posibilidades debido a la gran amplitud de la vivienda. Llama también especialmente la atención el tamaño de la cocina de 20 metros útiles para poder diseñar una gran cocina a tu gusto y disfrutar de grandes momentos con amigos y familiares. Además desde la cocina se accede a una práctica galería/terracita abierta y una despensa muy útil para almacenaje. Es una primera planta de un edificio de 6 alturas. Gran parte de la vivienda es exterior a la Calle López Gómez (el gran salón principal, salón secundario y dormitorio)  La calefacción es central con contador individual y con una comunidad de tan sólo 110 € al mes. Además el edificio cuenta con portero físico encargado de la limpieza del edificio, recogida de basura de cada vivienda y control del mantenimiento de la comunidad. Hoy es el momento de visitar esta magnífica propiedad. Si están buscado una amplia vivienda céntrica esta es su oportunidad con una inmejorable situación. En el entorno disfrutarás de tener todos los servicios a tu alcance, junto a la Plaza de España, centro histórico y monumental, zonas de ocio, a pocos pasos de Plaza Zorrilla, Calle Santiago y Plaza Mayor. Estás a un click de disfrutar de una oportunidad única, te la vas a perder? No lo dude, solicite una visita sin compromiso. NOTA: La información, fotografías y croquis del inmueble en este anuncio tienen un fin únicamente informativo, no contractual ni vinculante, careciendo de validez jurídica. No lo dude, solicite una visita sin compromiso.","calle López Gómez, 9",-,Valladolid,Centro,5,2,180,1,Sí,No,No,No,No,No,No,Sí,No,340000,8
